Input Graph(V=500, E=2184) {
e{{281}->{280}, 4856.0}
e{{281}->{282}, -8850.0}
e{{281}->{25}, -2140.0}

e{{282}->{349}, -9869.0}
e{{282}->{281}, -8850.0}
e{{282}->{283}, -9803.0}
e{{282}->{166}, 702.0}
e{{282}->{312}, 375.0}

e{{283}->{204}, 832.0}
e{{283}->{282}, -9803.0}
e{{283}->{468}, 6833.0}
e{{283}->{284}, 7959.0}
e{{283}->{294}, -6687.0}
e{{283}->{318}, 9299.0}
e{{283}->{225}, -4027.0}
e{{283}->{469}, -9907.0}
e{{283}->{398}, -7542.0}

e{{284}->{4}, 8282.0}
e{{284}->{283}, 7959.0}
e{{284}->{28}, 8488.0}
e{{284}->{318}, 7298.0}
e{{284}->{385}, 9302.0}
e{{284}->{354}, -9097.0}
e{{284}->{285}, 7229.0}

e{{285}->{284}, 7229.0}
e{{285}->{286}, 6301.0}
e{{285}->{166}, 4258.0}
e{{285}->{259}, 3037.0}
e{{285}->{21}, 6656.0}
e{{285}->{83}, 1818.0}
e{{285}->{366}, -9502.0}
e{{285}->{473}, 5517.0}

e{{286}->{212}, -9917.0}
e{{286}->{106}, 4375.0}
e{{286}->{379}, 9500.0}
e{{286}->{414}, 5381.0}
e{{286}->{41}, 1270.0}
e{{286}->{360}, -5149.0}
e{{286}->{428}, 7164.0}
e{{286}->{62}, 2939.0}
e{{286}->{500}, -6235.0}
e{{286}->{202}, 8869.0}
e{{286}->{426}, 2255.0}
e{{286}->{287}, -9632.0}
e{{286}->{285}, 6301.0}

e{{287}->{15}, 3395.0}
e{{287}->{140}, -3859.0}
e{{287}->{378}, -4225.0}
e{{287}->{288}, -9903.0}
e{{287}->{286}, -9632.0}
e{{287}->{459}, 2745.0}
e{{287}->{252}, -397.0}
e{{287}->{498}, -1815.0}

e{{288}->{30}, 8221.0}
e{{288}->{179}, -4893.0}
e{{288}->{289}, -5683.0}
e{{288}->{372}, 6372.0}
e{{288}->{287}, -9903.0}
e{{288}->{25}, -3078.0}

e{{289}->{383}, 7223.0}
e{{289}->{439}, 1304.0}
e{{289}->{290}, 4849.0}
e{{289}->{129}, 165.0}
e{{289}->{288}, -5683.0}
e{{289}->{297}, -5802.0}
e{{289}->{176}, 3109.0}
e{{289}->{242}, -955.0}

e{{290}->{219}, 3758.0}
e{{290}->{256}, -4019.0}
e{{290}->{271}, 9280.0}
e{{290}->{412}, 7623.0}
e{{290}->{291}, -1292.0}
e{{290}->{289}, 4849.0}
e{{290}->{322}, 593.0}
e{{290}->{467}, -4613.0}
e{{290}->{465}, 2827.0}
e{{290}->{184}, -4607.0}

e{{291}->{292}, -730.0}
e{{291}->{343}, 4818.0}
e{{291}->{420}, 4993.0}
e{{291}->{45}, -3145.0}
e{{291}->{273}, 5124.0}
e{{291}->{281}, -7273.0}
e{{291}->{437}, -8494.0}
e{{291}->{290}, -1292.0}
e{{291}->{100}, -7435.0}
e{{291}->{174}, 5666.0}

e{{292}->{36}, -6348.0}
e{{292}->{412}, 2192.0}
e{{292}->{128}, 8681.0}
e{{292}->{217}, 6055.0}
e{{292}->{78}, -1847.0}
e{{292}->{165}, 8625.0}
e{{292}->{222}, 3415.0}
e{{292}->{92}, -745.0}
e{{292}->{291}, -730.0}
e{{292}->{463}, -5174.0}
e{{292}->{293}, -1806.0}
e{{292}->{248}, 7907.0}

e{{293}->{292}, -1806.0}
e{{293}->{294}, 2480.0}
e{{293}->{147}, 8878.0}
e{{293}->{343}, -8657.0}

e{{294}->{346}, -2660.0}
e{{294}->{327}, 5312.0}
e{{294}->{283}, -6687.0}
e{{294}->{449}, -7189.0}
e{{294}->{293}, 2480.0}
e{{294}->{295}, 7872.0}
e{{294}->{8}, -4333.0}
e{{294}->{428}, 924.0}

e{{295}->{437}, 7082.0}
e{{295}->{498}, 537.0}
e{{295}->{426}, -105.0}
e{{295}->{294}, 7872.0}
e{{295}->{337}, -3608.0}
e{{295}->{296}, -4634.0}
e{{295}->{132}, -4924.0}

e{{296}->{120}, 3413.0}
e{{296}->{234}, 9612.0}
e{{296}->{89}, -4929.0}
e{{296}->{295}, -4634.0}
e{{296}->{196}, -5022.0}
e{{296}->{297}, 3695.0}
e{{296}->{459}, 3449.0}
e{{296}->{454}, 3345.0}
e{{296}->{491}, -7492.0}

e{{297}->{296}, 3695.0}
e{{297}->{24}, 3760.0}
e{{297}->{493}, 6739.0}
e{{297}->{44}, 339.0}
e{{297}->{289}, -5802.0}
e{{297}->{6}, -3253.0}
e{{297}->{498}, 5345.0}
e{{297}->{50}, -1225.0}
e{{297}->{298}, 7216.0}
e{{297}->{382}, 8458.0}

e{{298}->{297}, 7216.0}
e{{298}->{367}, 5118.0}
e{{298}->{277}, -1464.0}
e{{298}->{255}, -6885.0}
e{{298}->{441}, -5427.0}
e{{298}->{162}, 718.0}
e{{298}->{494}, -4071.0}
e{{298}->{418}, -9505.0}
e{{298}->{54}, 8138.0}
e{{298}->{405}, 7802.0}
e{{298}->{186}, 3968.0}
e{{298}->{268}, 8735.0}
e{{298}->{180}, 2504.0}
e{{298}->{361}, 6214.0}
e{{298}->{299}, 7174.0}
e{{298}->{235}, -449.0}

e{{299}->{479}, -5738.0}
e{{299}->{298}, 7174.0}
e{{299}->{300}, -424.0}
e{{299}->{39}, -1837.0}
e{{299}->{412}, -6638.0}
e{{299}->{274}, 3577.0}

e{{300}->{344}, -8409.0}
e{{300}->{301}, -157.0}
e{{300}->{495}, -8315.0}
e{{300}->{157}, -8234.0}
e{{300}->{153}, -5928.0}
e{{300}->{299}, -424.0}

e{{301}->{103}, -4044.0}
e{{301}->{384}, 6586.0}
e{{301}->{302}, 5299.0}
e{{301}->{300}, -157.0}
e{{301}->{499}, -7760.0}
e{{301}->{33}, -7033.0}
e{{301}->{36}, 2079.0}
e{{301}->{407}, -1315.0}

e{{302}->{241}, -2907.0}
e{{302}->{360}, -3943.0}
e{{302}->{15}, 9956.0}
e{{302}->{301}, 5299.0}
e{{302}->{303}, -3618.0}
e{{302}->{69}, -4544.0}
e{{302}->{226}, 8024.0}

e{{303}->{302}, -3618.0}
e{{303}->{3}, 5310.0}
e{{303}->{304}, 2745.0}
e{{303}->{37}, -562.0}
e{{303}->{154}, 1382.0}

e{{304}->{123}, 8091.0}
e{{304}->{201}, 4721.0}
e{{304}->{221}, 4355.0}
e{{304}->{305}, 2356.0}
e{{304}->{303}, 2745.0}
e{{304}->{45}, -9980.0}
e{{304}->{384}, 4189.0}
e{{304}->{138}, -9806.0}

e{{305}->{209}, 6161.0}
e{{305}->{304}, 2356.0}
e{{305}->{214}, -3680.0}
e{{305}->{315}, 5953.0}
e{{305}->{155}, -8235.0}
e{{305}->{46}, -4498.0}
e{{305}->{122}, -7289.0}
e{{305}->{322}, -5192.0}
e{{305}->{306}, 9341.0}
e{{305}->{312}, 7707.0}
e{{305}->{355}, -4403.0}
e{{305}->{418}, -3646.0}
e{{305}->{223}, -826.0}

e{{306}->{307}, 6215.0}
e{{306}->{305}, 9341.0}
e{{306}->{253}, -952.0}

e{{307}->{314}, 4842.0}
e{{307}->{354}, -7654.0}
e{{307}->{340}, -8967.0}
e{{307}->{308}, 997.0}
e{{307}->{20}, 1045.0}
e{{307}->{306}, 6215.0}
e{{307}->{9}, -4003.0}
e{{307}->{362}, -4051.0}
e{{307}->{175}, -5851.0}

e{{308}->{83}, -7277.0}
e{{308}->{309}, 6059.0}
e{{308}->{69}, -3058.0}
e{{308}->{307}, 997.0}
e{{308}->{496}, -4559.0}
e{{308}->{148}, -5387.0}
e{{308}->{389}, -8415.0}
e{{308}->{409}, 7497.0}
e{{308}->{194}, 9724.0}

e{{309}->{2}, -7230.0}
e{{309}->{48}, -2321.0}
e{{309}->{95}, 7280.0}
e{{309}->{456}, 5089.0}
e{{309}->{310}, -2124.0}
e{{309}->{145}, -4818.0}
e{{309}->{308}, 6059.0}
e{{309}->{346}, -9056.0}

e{{310}->{454}, -1644.0}
e{{310}->{145}, 8778.0}
e{{310}->{431}, -7614.0}
e{{310}->{309}, -2124.0}
e{{310}->{341}, -9066.0}
e{{310}->{311}, -8711.0}
e{{310}->{1}, 9791.0}
e{{310}->{315}, -8266.0}

e{{311}->{310}, -8711.0}
e{{311}->{230}, 4350.0}
e{{311}->{212}, 8251.0}
e{{311}->{270}, -14.0}
e{{311}->{312}, -3721.0}
e{{311}->{125}, 8870.0}

e{{312}->{282}, 375.0}
e{{312}->{232}, -6425.0}
e{{312}->{311}, -3721.0}
e{{312}->{93}, 9854.0}
e{{312}->{313}, -5356.0}
e{{312}->{221}, -3212.0}
e{{312}->{305}, 7707.0}
e{{312}->{474}, -8920.0}
e{{312}->{167}, -6573.0}
e{{312}->{363}, 3816.0}

e{{313}->{374}, 1879.0}
e{{313}->{80}, -2736.0}
e{{313}->{314}, 6085.0}
e{{313}->{117}, -8467.0}
e{{313}->{232}, 8251.0}
e{{313}->{487}, -320.0}
e{{313}->{498}, -3278.0}
e{{313}->{312}, -5356.0}
e{{313}->{470}, -9447.0}
e{{313}->{475}, -902.0}
e{{313}->{249}, 3515.0}
e{{313}->{495}, 2173.0}

e{{314}->{477}, -6120.0}
e{{314}->{373}, 8505.0}
e{{314}->{167}, -4689.0}
e{{314}->{496}, 1787.0}
e{{314}->{252}, 1118.0}
e{{314}->{315}, 3445.0}
e{{314}->{103}, 6070.0}
e{{314}->{7}, -1756.0}
e{{314}->{172}, 6500.0}
e{{314}->{455}, -9700.0}
e{{314}->{313}, 6085.0}
e{{314}->{258}, -2667.0}
e{{314}->{273}, 4107.0}
e{{314}->{500}, 4895.0}
e{{314}->{307}, 4842.0}

e{{315}->{310}, -8266.0}
e{{315}->{25}, 1949.0}
e{{315}->{35}, 6631.0}
e{{315}->{411}, 4342.0}
e{{315}->{127}, 1159.0}
e{{315}->{365}, 7391.0}
e{{315}->{314}, 3445.0}
e{{315}->{225}, -9440.0}
e{{315}->{366}, -6131.0}
e{{315}->{305}, 5953.0}
e{{315}->{477}, -2638.0}
e{{315}->{316}, 7783.0}
e{{315}->{230}, -9532.0}

e{{316}->{476}, -6467.0}
e{{316}->{462}, 3135.0}
e{{316}->{315}, 7783.0}
e{{316}->{90}, -4576.0}
e{{316}->{51}, -1958.0}
e{{316}->{1}, 569.0}
e{{316}->{317}, -7213.0}

e{{317}->{316}, -7213.0}
e{{317}->{67}, 2463.0}
e{{317}->{17}, 2595.0}
e{{317}->{44}, 4376.0}
e{{317}->{267}, 4793.0}
e{{317}->{318}, 1999.0}
e{{317}->{479}, 9303.0}
e{{317}->{427}, 6162.0}
e{{317}->{259}, -4276.0}
e{{317}->{453}, -9333.0}

e{{318}->{8}, -4261.0}
e{{318}->{284}, 7298.0}
e{{318}->{317}, 1999.0}
e{{318}->{115}, -3240.0}
e{{318}->{319}, -5649.0}
e{{318}->{62}, 5306.0}
e{{318}->{283}, 9299.0}
e{{318}->{486}, -3055.0}
e{{318}->{129}, -7647.0}

e{{319}->{43}, -1878.0}
e{{319}->{320}, 5770.0}
e{{319}->{220}, -5456.0}
e{{319}->{318}, -5649.0}
e{{319}->{142}, 5686.0}
e{{319}->{376}, 585.0}
e{{319}->{132}, -4119.0}

e{{320}->{89}, 4386.0}
e{{320}->{170}, -7051.0}
e{{320}->{257}, -2710.0}
e{{320}->{330}, -1721.0}
e{{320}->{464}, 9850.0}
e{{320}->{375}, 6582.0}
e{{320}->{185}, 5947.0}
e{{320}->{182}, 7394.0}
e{{320}->{319}, 5770.0}
e{{320}->{357}, -4449.0}
e{{320}->{321}, -1747.0}

e{{321}->{320}, -1747.0}
e{{321}->{416}, -8708.0}
e{{321}->{322}, -2500.0}
e{{321}->{278}, 7572.0}
e{{321}->{357}, -7452.0}

e{{322}->{26}, -560.0}
e{{322}->{40}, -5174.0}
e{{322}->{100}, -1627.0}
e{{322}->{323}, 5951.0}
e{{322}->{156}, 8538.0}
e{{322}->{401}, -3823.0}
e{{322}->{321}, -2500.0}
e{{322}->{172}, -5817.0}
e{{322}->{305}, -5192.0}
e{{322}->{52}, 8467.0}
e{{322}->{72}, -4104.0}
e{{322}->{254}, -1109.0}
e{{322}->{377}, -382.0}
e{{322}->{290}, 593.0}
e{{322}->{131}, -8494.0}
e{{322}->{82}, 981.0}
e{{322}->{240}, -3338.0}

e{{323}->{324}, -6212.0}
e{{323}->{332}, 7997.0}
e{{323}->{398}, -9158.0}
e{{323}->{98}, -295.0}
e{{323}->{476}, 327.0}
e{{323}->{322}, 5951.0}

e{{324}->{325}, -3338.0}
e{{324}->{201}, 4802.0}
e{{324}->{393}, -3743.0}
e{{324}->{1}, -1612.0}
e{{324}->{30}, -9689.0}
e{{324}->{105}, 2296.0}
e{{324}->{323}, -6212.0}

e{{325}->{83}, 7198.0}
e{{325}->{326}, -810.0}
e{{325}->{249}, -5814.0}
e{{325}->{270}, -6345.0}
e{{325}->{420}, -4767.0}
e{{325}->{133}, 8827.0}
e{{325}->{437}, -2082.0}
e{{325}->{480}, -3105.0}
e{{325}->{471}, 2162.0}
e{{325}->{324}, -3338.0}

e{{326}->{88}, 9694.0}
e{{326}->{59}, 185.0}
e{{326}->{277}, -2266.0}
e{{326}->{404}, 9588.0}
e{{326}->{327}, 2013.0}
e{{326}->{325}, -810.0}

e{{327}->{328}, 3270.0}
e{{327}->{51}, -9020.0}
e{{327}->{326}, 2013.0}
e{{327}->{95}, 914.0}
e{{327}->{453}, -8709.0}
e{{327}->{424}, -1046.0}
e{{327}->{294}, 5312.0}
e{{327}->{133}, -729.0}

e{{328}->{19}, -8231.0}
e{{328}->{329}, 3052.0}
e{{328}->{464}, 977.0}
e{{328}->{25}, 4495.0}
e{{328}->{78}, 1681.0}
e{{328}->{327}, 3270.0}

e{{329}->{498}, -9021.0}
e{{329}->{330}, -9595.0}
e{{329}->{407}, -5566.0}
e{{329}->{328}, 3052.0}

e{{330}->{463}, -195.0}
e{{330}->{473}, 7879.0}
e{{330}->{331}, 2329.0}
e{{330}->{329}, -9595.0}
e{{330}->{146}, 1615.0}
e{{330}->{259}, -782.0}
e{{330}->{320}, -1721.0}
e{{330}->{344}, 5534.0}
e{{330}->{10}, 7863.0}

e{{331}->{136}, 2192.0}
e{{331}->{332}, 2798.0}
e{{331}->{232}, -1972.0}
e{{331}->{330}, 2329.0}
e{{331}->{150}, -3.0}
e{{331}->{194}, 4260.0}
e{{331}->{203}, 6905.0}

e{{332}->{92}, -403.0}
e{{332}->{114}, 618.0}
e{{332}->{486}, 9142.0}
e{{332}->{333}, 5123.0}
e{{332}->{331}, 2798.0}
e{{332}->{323}, 7997.0}
e{{332}->{352}, -7936.0}

e{{333}->{450}, 77.0}
e{{333}->{451}, -5301.0}
e{{333}->{32}, -5050.0}
e{{333}->{481}, -3148.0}
e{{333}->{482}, 6547.0}
e{{333}->{332}, 5123.0}
e{{333}->{58}, -6694.0}
e{{333}->{334}, 6680.0}
e{{333}->{366}, -3372.0}

e{{334}->{333}, 6680.0}
e{{334}->{196}, 9480.0}
e{{334}->{484}, 6071.0}
e{{334}->{335}, -675.0}
e{{334}->{480}, 1301.0}
e{{334}->{491}, -1241.0}
e{{334}->{411}, -5706.0}

e{{335}->{159}, -8205.0}
e{{335}->{334}, -675.0}
e{{335}->{442}, -4979.0}
e{{335}->{154}, -2600.0}
e{{335}->{336}, -1738.0}
e{{335}->{19}, -7787.0}

e{{336}->{335}, -1738.0}
e{{336}->{337}, 9560.0}
e{{336}->{40}, -7189.0}
e{{336}->{339}, 5558.0}
e{{336}->{399}, -2245.0}
e{{336}->{461}, -8129.0}
e{{336}->{20}, -1814.0}
e{{336}->{41}, 6677.0}
e{{336}->{246}, -6729.0}
e{{336}->{235}, 5364.0}

e{{337}->{117}, -2704.0}
e{{337}->{383}, -6903.0}
e{{337}->{146}, -825.0}
e{{337}->{154}, 7203.0}
e{{337}->{338}, -2733.0}
e{{337}->{336}, 9560.0}
e{{337}->{274}, -3927.0}
e{{337}->{295}, -3608.0}
e{{337}->{60}, 302.0}
e{{337}->{71}, 8723.0}

e{{338}->{222}, 1753.0}
e{{338}->{155}, -4039.0}
e{{338}->{268}, 8235.0}
e{{338}->{360}, 6010.0}
e{{338}->{382}, -8645.0}
e{{338}->{339}, -9443.0}
e{{338}->{337}, -2733.0}
e{{338}->{61}, 1664.0}
e{{338}->{94}, 9500.0}
e{{338}->{377}, 7453.0}
e{{338}->{169}, -8967.0}

e{{339}->{192}, 3794.0}
e{{339}->{175}, -7008.0}
e{{339}->{77}, -2060.0}
e{{339}->{340}, 5217.0}
e{{339}->{242}, 2001.0}
e{{339}->{274}, -2127.0}
e{{339}->{257}, 4157.0}
e{{339}->{338}, -9443.0}
e{{339}->{369}, 2718.0}
e{{339}->{240}, 3282.0}
e{{339}->{97}, 1693.0}
e{{339}->{404}, 9746.0}
e{{339}->{336}, 5558.0}
e{{339}->{395}, 5299.0}

e{{340}->{341}, -3316.0}
e{{340}->{182}, 6280.0}
e{{340}->{350}, 8615.0}
e{{340}->{407}, 2399.0}
e{{340}->{258}, -7890.0}
e{{340}->{83}, -8417.0}
e{{340}->{307}, -8967.0}
e{{340}->{196}, 1123.0}
e{{340}->{339}, 5217.0}
e{{340}->{65}, 4849.0}
e{{340}->{484}, -1929.0}
e{{340}->{386}, 6167.0}

e{{341}->{458}, -6180.0}
e{{341}->{343}, -5565.0}
e{{341}->{230}, -9152.0}
e{{341}->{310}, -9066.0}
e{{341}->{237}, 190.0}
e{{341}->{420}, 5265.0}
e{{341}->{342}, 3352.0}
e{{341}->{340}, -3316.0}

e{{342}->{341}, 3352.0}
e{{342}->{46}, -2272.0}
e{{342}->{343}, 5124.0}
e{{342}->{489}, 1939.0}
e{{342}->{67}, -9488.0}
e{{342}->{346}, 8831.0}

e{{343}->{424}, 2842.0}
e{{343}->{378}, 4970.0}
e{{343}->{344}, 4775.0}
e{{343}->{397}, -7570.0}
e{{343}->{291}, 4818.0}
e{{343}->{247}, 3748.0}
e{{343}->{59}, -4103.0}
e{{343}->{488}, -6842.0}
e{{343}->{452}, -536.0}
e{{343}->{293}, -8657.0}
e{{343}->{6}, 154.0}
e{{343}->{342}, 5124.0}
e{{343}->{341}, -5565.0}

e{{344}->{345}, 6317.0}
e{{344}->{356}, -7281.0}
e{{344}->{278}, 8058.0}
e{{344}->{453}, -8302.0}
e{{344}->{95}, -3188.0}
e{{344}->{330}, 5534.0}
e{{344}->{154}, -1295.0}
e{{344}->{343}, 4775.0}
e{{344}->{274}, 6229.0}
e{{344}->{126}, 8100.0}
e{{344}->{300}, -8409.0}

e{{345}->{256}, -5305.0}
e{{345}->{425}, -5731.0}
e{{345}->{346}, 9720.0}
e{{345}->{157}, 4230.0}
e{{345}->{344}, 6317.0}

e{{346}->{454}, -3527.0}
e{{346}->{309}, -9056.0}
e{{346}->{342}, 8831.0}
e{{346}->{347}, 9802.0}
e{{346}->{345}, 9720.0}
e{{346}->{294}, -2660.0}
e{{346}->{222}, 8628.0}
e{{346}->{195}, -9407.0}

e{{347}->{418}, -2386.0}
e{{347}->{276}, 7978.0}
e{{347}->{468}, -4049.0}
e{{347}->{348}, 536.0}
e{{347}->{346}, 9802.0}
e{{347}->{392}, 5563.0}
e{{347}->{466}, 3771.0}

e{{348}->{397}, 6497.0}
e{{348}->{349}, -6018.0}
e{{348}->{118}, -7076.0}
e{{348}->{347}, 536.0}
e{{348}->{207}, 5600.0}
e{{348}->{127}, 7978.0}
e{{348}->{486}, -2415.0}
e{{348}->{24}, 48.0}
e{{348}->{213}, -1196.0}

e{{349}->{352}, -613.0}
e{{349}->{350}, 510.0}
e{{349}->{275}, 3353.0}
e{{349}->{282}, -9869.0}
e{{349}->{348}, -6018.0}
e{{349}->{398}, 3335.0}
e{{349}->{200}, 171.0}

e{{350}->{482}, -2291.0}
e{{350}->{267}, -1054.0}
e{{350}->{465}, 9140.0}
e{{350}->{349}, 510.0}
e{{350}->{351}, -4579.0}
e{{350}->{195}, -212.0}
e{{350}->{192}, 8272.0}
e{{350}->{378}, 6543.0}
e{{350}->{340}, 8615.0}
e{{350}->{434}, 7699.0}

e{{351}->{188}, 7176.0}
e{{351}->{119}, 8260.0}
e{{351}->{409}, -1048.0}
e{{351}->{279}, -3464.0}
e{{351}->{426}, 3612.0}
e{{351}->{46}, 8878.0}
e{{351}->{350}, -4579.0}
e{{351}->{471}, 409.0}
e{{351}->{352}, -4412.0}
e{{351}->{264}, -5652.0}

e{{352}->{267}, -2063.0}
e{{352}->{77}, -3500.0}
e{{352}->{353}, 9106.0}
e{{352}->{21}, 1462.0}
e{{352}->{332}, -7936.0}
e{{352}->{351}, -4412.0}
e{{352}->{349}, -613.0}
e{{352}->{103}, -8013.0}

e{{353}->{88}, 9832.0}
e{{353}->{352}, 9106.0}
e{{353}->{220}, 789.0}
e{{353}->{500}, 8370.0}
e{{353}->{354}, -3551.0}
e{{353}->{45}, -6425.0}
e{{353}->{412}, 9296.0}
e{{353}->{453}, -1087.0}
e{{353}->{419}, -735.0}
e{{353}->{3}, 9242.0}
e{{353}->{436}, -5275.0}
e{{353}->{257}, 7433.0}
e{{353}->{395}, 9151.0}

e{{354}->{355}, 6334.0}
e{{354}->{353}, -3551.0}
e{{354}->{128}, -9071.0}
e{{354}->{410}, 1672.0}
e{{354}->{157}, 6083.0}
e{{354}->{307}, -7654.0}
e{{354}->{359}, -4117.0}
e{{354}->{284}, -9097.0}
e{{354}->{386}, -846.0}

e{{355}->{195}, 3065.0}
e{{355}->{191}, 3463.0}
e{{355}->{406}, -1579.0}
e{{355}->{497}, -895.0}
e{{355}->{305}, -4403.0}
e{{355}->{356}, 2435.0}
e{{355}->{420}, -8857.0}
e{{355}->{354}, 6334.0}

e{{356}->{357}, 2271.0}
e{{356}->{466}, -8140.0}
e{{356}->{166}, -2006.0}
e{{356}->{355}, 2435.0}
e{{356}->{344}, -7281.0}
e{{356}->{229}, -7955.0}

e{{357}->{321}, -7452.0}
e{{357}->{320}, -4449.0}
e{{357}->{356}, 2271.0}
e{{357}->{404}, -2310.0}
e{{357}->{227}, 9224.0}
e{{357}->{450}, 1350.0}
e{{357}->{34}, 1218.0}
e{{357}->{170}, 8702.0}
e{{357}->{358}, 3410.0}

e{{358}->{357}, 3410.0}
e{{358}->{386}, 3609.0}
e{{358}->{382}, 3911.0}
e{{358}->{436}, 8427.0}
e{{358}->{359}, -4330.0}
e{{358}->{395}, -6761.0}
e{{358}->{120}, 1023.0}
e{{358}->{223}, 2512.0}

e{{359}->{14}, 9452.0}
e{{359}->{360}, 5567.0}
e{{359}->{354}, -4117.0}
e{{359}->{8}, 2771.0}
e{{359}->{358}, -4330.0}
e{{359}->{118}, 4336.0}
e{{359}->{495}, 1554.0}
e{{359}->{185}, -6637.0}

e{{360}->{286}, -5149.0}
e{{360}->{361}, -5118.0}
e{{360}->{193}, 3623.0}
e{{360}->{489}, -9515.0}
e{{360}->{338}, 6010.0}
e{{360}->{359}, 5567.0}
e{{360}->{302}, -3943.0}
e{{360}->{459}, -6735.0}

e{{361}->{298}, 6214.0}
e{{361}->{437}, -1746.0}
e{{361}->{499}, 8199.0}
e{{361}->{362}, -2471.0}
e{{361}->{377}, 4408.0}
e{{361}->{488}, -2367.0}
e{{361}->{360}, -5118.0}

e{{362}->{307}, -4051.0}
e{{362}->{35}, 8945.0}
e{{362}->{363}, -5503.0}
e{{362}->{427}, 4182.0}
e{{362}->{361}, -2471.0}
e{{362}->{422}, 9597.0}
e{{362}->{99}, 4890.0}

e{{363}->{364}, 1476.0}
e{{363}->{85}, -7094.0}
e{{363}->{132}, -7224.0}
e{{363}->{312}, 3816.0}
e{{363}->{152}, 1994.0}
e{{363}->{214}, -2848.0}
e{{363}->{362}, -5503.0}

e{{364}->{4}, -8897.0}
e{{364}->{213}, -2205.0}
e{{364}->{375}, 7988.0}
e{{364}->{82}, -675.0}
e{{364}->{115}, -5521.0}
e{{364}->{63}, 1907.0}
e{{364}->{365}, 7608.0}
e{{364}->{415}, 6754.0}
e{{364}->{363}, 1476.0}

e{{365}->{133}, -8417.0}
e{{365}->{426}, -6930.0}
e{{365}->{364}, 7608.0}
e{{365}->{481}, -3070.0}
e{{365}->{62}, 8961.0}
e{{365}->{100}, -8596.0}
e{{365}->{260}, -4664.0}
e{{365}->{315}, 7391.0}
e{{365}->{15}, -9352.0}
e{{365}->{366}, -9219.0}
e{{365}->{57}, 7655.0}
e{{365}->{38}, 6473.0}
e{{365}->{175}, -6619.0}

e{{366}->{333}, -3372.0}
e{{366}->{367}, -5581.0}
e{{366}->{98}, 9471.0}
e{{366}->{432}, -9909.0}
e{{366}->{26}, -7642.0}
e{{366}->{365}, -9219.0}
e{{366}->{285}, -9502.0}
e{{366}->{65}, -3340.0}
e{{366}->{315}, -6131.0}
e{{366}->{382}, -6765.0}
e{{366}->{454}, -9405.0}

e{{367}->{412}, 3542.0}
e{{367}->{368}, 9122.0}
e{{367}->{19}, -5912.0}
e{{367}->{113}, -1358.0}
e{{367}->{54}, -863.0}
e{{367}->{380}, -5349.0}
e{{367}->{183}, -1432.0}
e{{367}->{366}, -5581.0}
e{{367}->{298}, 5118.0}

e{{368}->{465}, 6223.0}
e{{368}->{470}, -334.0}
e{{368}->{242}, 1164.0}
e{{368}->{367}, 9122.0}
e{{368}->{98}, -7792.0}
e{{368}->{493}, 2282.0}
e{{368}->{79}, 2668.0}
e{{368}->{77}, -2876.0}
e{{368}->{411}, -1355.0}
e{{368}->{474}, -7991.0}
e{{368}->{380}, 6629.0}
e{{368}->{421}, 1195.0}
e{{368}->{369}, -8888.0}
e{{368}->{229}, -3874.0}

e{{369}->{16}, -1699.0}
e{{369}->{450}, -2512.0}
e{{369}->{234}, 6746.0}
e{{369}->{339}, 2718.0}
e{{369}->{368}, -8888.0}
e{{369}->{370}, -1096.0}
e{{369}->{376}, 3704.0}
e{{369}->{238}, -5942.0}

e{{370}->{420}, -9950.0}
e{{370}->{371}, 2687.0}
e{{370}->{104}, 3153.0}
e{{370}->{369}, -1096.0}
e{{370}->{145}, -572.0}
e{{370}->{122}, 6170.0}
e{{370}->{222}, 9853.0}
e{{370}->{156}, 76.0}

e{{371}->{372}, -43.0}
e{{371}->{432}, -6670.0}
e{{371}->{264}, -6151.0}
e{{371}->{370}, 2687.0}
e{{371}->{398}, -9477.0}
e{{371}->{448}, -200.0}

e{{372}->{173}, 8600.0}
e{{372}->{48}, 823.0}
e{{372}->{373}, 170.0}
e{{372}->{171}, -6686.0}
e{{372}->{266}, 6772.0}
e{{372}->{61}, 5879.0}
e{{372}->{132}, 7758.0}
e{{372}->{371}, -43.0}
e{{372}->{288}, 6372.0}
e{{372}->{27}, 69.0}
e{{372}->{46}, 5199.0}
e{{372}->{387}, 6424.0}

e{{373}->{374}, -5983.0}
e{{373}->{38}, -6005.0}
e{{373}->{118}, 91.0}
e{{373}->{120}, -9213.0}
e{{373}->{91}, 3480.0}
e{{373}->{81}, 1288.0}
e{{373}->{113}, -5059.0}
e{{373}->{470}, -8502.0}
e{{373}->{380}, -3592.0}
e{{373}->{372}, 170.0}
e{{373}->{30}, -5022.0}
e{{373}->{314}, 8505.0}

e{{374}->{203}, -6327.0}
e{{374}->{232}, -1096.0}
e{{374}->{375}, -7986.0}
e{{374}->{244}, -1285.0}
e{{374}->{373}, -5983.0}
e{{374}->{313}, 1879.0}

e{{375}->{376}, -1601.0}
e{{375}->{34}, 3935.0}
e{{375}->{374}, -7986.0}
e{{375}->{393}, 9105.0}
e{{375}->{492}, -6444.0}
e{{375}->{104}, 2320.0}
e{{375}->{256}, 6639.0}
